flag rockfish,1,15,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
freckled rockfish,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giant grenadier,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
gopher rockfish,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenblotched rockfish,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenspotted rockfish,53,5,45,4,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
greenstriped rockfish,113,50,109,37,0,0,1,0,11,45,2,71,17,0,0,0,0,0,0,0,0,0
grooved tanner crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halfbanded rockfish,0,246,514,99,87,51,57,29,29,0,72,0,0,0,0,0,0,0,0,0,0,0
honeycomb rockfish,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelp greenling,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lingcod,80,71,85,10,5,1,7,26,1,27,41,39,7,0,0,0,0,0,0,0,0,0
longnose skate,22,38,51,0,5,0,0,0,7,19,3,14,1,0,0,0,0,0,0,0,0,0
longspine thornyhead,310,635,445,99,51,19,0,10,30,0,25,105,90,0,0,24,8,0,0,0,0,21
olive rockfish,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific cod,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific flatnose,74,0,94,64,37,4,0,2,21,0,21,33,26,0,0,0,0,0,0,0,0,0
Pacific grenadier,166,310,238,97,31,9,0,46,20,0,20,63,61,0,0,12,0,0,0,0,0,0
Pacific hake,87,2,221,10,28,0,0,0,24,31,23,0,8,0,0,0,5,0,0,0,0,0
Pacific ocean perch,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific sanddab,1615,1516,867,233,183,33,59,10,49,78,47,52,0,0,0,0,0,0,0,0,0,0
Pacific spiny dogfish,66,104,162,12,56,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0
petrale sole,78,190,221,99,52,8,54,12,11,71,25,28,8,0,0,0,0,0,0,0,0,0
pygmy rockfish,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redbanded rockfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rex sole,206,517,165,75,25,1,41,5,12,42,9,7,14,0,0,0,0,0,0,0,0,0
Rojo Diablo Humboldt Squid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosethorn rockfish,2,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
rosy rockfish,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sablefish,142,133,149,71,7,6,0,11,2,0,0,12,12,0,0,11,0,0,0,0,0,6
sand sole,3,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sharpchin rockfish,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shortbelly rockfish,412,511,241,14,40,0,0,0,17,0,22,0,20,0,0,0,0,0,0,0,0,0
shortspine thornyhead,24,87,104,40,7,21,0,3,1,0,1,19,41,0,0,10,3,0,0,0,0,11
slender sole,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern rock sole,3,15,11,0,1,0,2,0,0,24,2,22,0,0,0,0,0,0,0,0,0,0
splitnose rockfish,0,94,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,0,0
spotted ratfish,263,0,160,111,60,18,5,8,24,73,28,17,19,0,0,0,0,0,0,0,0,0
squarespot rockfish,0,7,171,0,0,0,100,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
starry flounder,0,16,12,0,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
starry rockfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starry skate,20,7,5,0,0,0,4,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0
stripetail rockfish,34,195,328,61,68,3,0,0,24,20,0,0,21,0,0,0,0,0,0,0,0,0
swordspine rockfish,0,0,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
vermilion and sunset rockfish,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
vermilion rockfish,1,11,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white croaker,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widow rockfish,0,98,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelloweye rockfish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yellowtail rockfish,0,77,87,13,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
