slender sole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern rock sole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
splitnose rockfish,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0
spotted ratfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squarespot rockfish,0,1,50,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
starry flounder,0,16,12,0,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
starry rockfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starry skate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stripetail rockfish,0,11,46,13,10,3,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0
swordspine rockfish,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
vermilion and sunset rockfish,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
vermilion rockfish,0,11,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white croaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widow rockfish,0,15,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelloweye rockfish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yellowtail rockfish,0,15,15,13,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
