"trawl_id","year","performance","station_invalid","reason_station_invalid"
"201503008003",2015,"Satisfactory","good_station",NA
"200303003074",2003,"Satisfactory","good_station",NA
"200303003075",2003,"Satisfactory","good_station",NA
"200303003076",2003,"Satisfactory","good_station",NA
"200303003077",2003,"Satisfactory","good_station",NA
"201003017116",2010,"Unsatisfactory","good_station",NA
"200303003078",2003,"Satisfactory","good_station",NA
"200303003079",2003,"Satisfactory","good_station",NA
"200303003080",2003,"Satisfactory","good_station",NA
"200303003081",2003,"Satisfactory","good_station",NA
"200303003082",2003,"Satisfactory","good_station",NA
"201503008004",2015,"Satisfactory","good_station",NA
"200303003084",2003,"Satisfactory","good_station",NA
"200303003085",2003,"Satisfactory","good_station",NA
"201503008005",2015,"Satisfactory","good_station",NA
"201503008006",2015,"Satisfactory","good_station",NA
"200303003090",2003,"Satisfactory","good_station",NA
"200303003091",2003,"Satisfactory","good_station",NA
"200303003092",2003,"Satisfactory","good_station",NA
"200303003093",2003,"Satisfactory","good_station",NA
"200303003094",2003,"Satisfactory","good_station",NA
"200303003096",2003,"Satisfactory","good_station",NA
"200303003097",2003,"Satisfactory","good_station",NA
"200303003098",2003,"Satisfactory","good_station",NA
"200303003099",2003,"Satisfactory","good_station",NA
"200303003100",2003,"Satisfactory","good_station",NA
"200303003101",2003,"Satisfactory","good_station",NA
"200303003102",2003,"Satisfactory","good_station",NA
"200303003105",2003,"Satisfactory","29742","ONMS Permit Exclusion"
"200303003111",2003,"Satisfactory","good_station",NA
"200303003113",2003,"Satisfactory","good_station",NA
"200303003114",2003,"Satisfactory","good_station",NA
"200303003115",2003,"Satisfactory","good_station",NA
"200303003116",2003,"Satisfactory","good_station",NA
"200303003117",2003,"Satisfactory","good_station",NA
"200303003118",2003,"Satisfactory","good_station",NA
"200303003119",2003,"Satisfactory","9498","Outside Survey Extent"
"200303003120",2003,"Satisfactory","9498","Outside Survey Extent"
"200303003121",2003,"Satisfactory","good_station",NA
"200303003122",2003,"Satisfactory","good_station",NA
"200503018027",2005,"Unsatisfactory","good_station",NA
"200303003123",2003,"Satisfactory","good_station",NA
"200303003125",2003,"Satisfactory","good_station",NA
"200303003126",2003,"Satisfactory","good_station",NA
"200303003127",2003,"Satisfactory","good_station",NA
"200303003128",2003,"Satisfactory","good_station",NA
"200303003129",2003,"Satisfactory","good_station",NA
"201503008007",2015,"Satisfactory","good_station",NA
"200303003132",2003,"Satisfactory","good_station",NA
"200303003133",2003,"Satisfactory","9498","Outside Survey Extent"
"200303003134",2003,"Satisfactory","good_station",NA
"200303003136",2003,"Satisfactory","good_station",NA
"200303003137",2003,"Satisfactory","good_station",NA
"200303003138",2003,"Satisfactory","good_station",NA
"200303003139",2003,"Satisfactory","good_station",NA
"200303003140",2003,"Satisfactory","9498","Outside Survey Extent"
"200303003141",2003,"Satisfactory","good_station",NA
"200303003142",2003,"Satisfactory","good_station",NA
"201503008008",2015,"Satisfactory","good_station",NA
"201503008009",2015,"Satisfactory","good_station",NA
"200303003145",2003,"Satisfactory","good_station",NA
"200303003215",2003,"Satisfactory","14644","ENC Avoidance"
"200503018157",2005,"Unsatisfactory","good_station",NA
"200303006004",2003,"Satisfactory","good_station",NA
"200303006008",2003,"Satisfactory","good_station",NA
"200303006013",2003,"Satisfactory","good_station",NA
"200303006014",2003,"Satisfactory","good_station",NA
"200303006015",2003,"Satisfactory","good_station",NA
"200303006016",2003,"Satisfactory","good_station",NA
"200303006017",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006023",2003,"Satisfactory","good_station",NA
"200303006024",2003,"Satisfactory","good_station",NA
"200303006025",2003,"Satisfactory","good_station",NA
"200303006026",2003,"Satisfactory","good_station",NA
"200303006028",2003,"Satisfactory","good_station",NA
"200303006029",2003,"Satisfactory","good_station",NA
"200303006031",2003,"Satisfactory","good_station",NA
"200303006033",2003,"Satisfactory","good_station",NA
"200303006034",2003,"Satisfactory","good_station",NA
"200303006035",2003,"Satisfactory","good_station",NA
"200303006037",2003,"Satisfactory","good_station",NA
"200303006038",2003,"Satisfactory","good_station",NA
"200303006039",2003,"Satisfactory","good_station",NA
"200303006040",2003,"Satisfactory","good_station",NA
"200303006041",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006042",2003,"Satisfactory","good_station",NA
"200303006044",2003,"Satisfactory","good_station",NA
"200303006045",2003,"Satisfactory","good_station",NA
"200303006046",2003,"Satisfactory","good_station",NA
"200303006047",2003,"Satisfactory","good_station",NA
"200303006048",2003,"Satisfactory","good_station",NA
"200303006049",2003,"Satisfactory","good_station",NA
"200303006050",2003,"Satisfactory","good_station",NA
"200303006051",2003,"Satisfactory","good_station",NA
"200303006052",2003,"Satisfactory","good_station",NA
"200303006053",2003,"Satisfactory","good_station",NA
"200303006055",2003,"Satisfactory","good_station",NA
"200303006057",2003,"Satisfactory","good_station",NA
"200303006058",2003,"Satisfactory","good_station",NA
"200303006059",2003,"Satisfactory","good_station",NA
"200303006060",2003,"Satisfactory","good_station",NA
"200303006066",2003,"Satisfactory","good_station",NA
"200303006074",2003,"Satisfactory","good_station",NA
"200303006075",2003,"Satisfactory","good_station",NA
"200303006076",2003,"Satisfactory","good_station",NA
"200303006077",2003,"Satisfactory","good_station",NA
"200303006078",2003,"Satisfactory","good_station",NA
"200303008045",2003,"Satisfactory","good_station",NA
"200303006079",2003,"Satisfactory","good_station",NA
"200303006080",2003,"Satisfactory","good_station",NA
"200303006081",2003,"Satisfactory","good_station",NA
"200303006082",2003,"Satisfactory","good_station",NA
"200303006083",2003,"Satisfactory","good_station",NA
"200303006084",2003,"Satisfactory","good_station",NA
"200303006085",2003,"Satisfactory","good_station",NA
"200303006086",2003,"Satisfactory","good_station",NA
"200303006087",2003,"Satisfactory","good_station",NA
"200303006088",2003,"Satisfactory","good_station",NA
"200303006090",2003,"Satisfactory","good_station",NA
"200303006097",2003,"Satisfactory","good_station",NA
"200303006098",2003,"Satisfactory","good_station",NA
"200303006099",2003,"Satisfactory","good_station",NA
"200303006100",2003,"Satisfactory","good_station",NA
"200303006101",2003,"Satisfactory","good_station",NA
"200303006102",2003,"Satisfactory","good_station",NA
"200303006103",2003,"Satisfactory","good_station",NA
"200303006104",2003,"Satisfactory","good_station",NA
"200303006105",2003,"Satisfactory","good_station",NA
"200303006107",2003,"Satisfactory","good_station",NA
"200303006109",2003,"Satisfactory","good_station",NA
"200303006110",2003,"Satisfactory","good_station",NA
"200303006112",2003,"Satisfactory","14645","California State MPA"
"200303006114",2003,"Satisfactory","good_station",NA
"200303006115",2003,"Satisfactory","good_station",NA
"200303006116",2003,"Satisfactory","good_station",NA
"200303006117",2003,"Satisfactory","good_station",NA
"200303006118",2003,"Satisfactory","good_station",NA
"200303006120",2003,"Satisfactory","good_station",NA
"200303006121",2003,"Satisfactory","good_station",NA
"200303006125",2003,"Satisfactory","good_station",NA
"200303006126",2003,"Satisfactory","good_station",NA
"200303006128",2003,"Satisfactory","good_station",NA
"200303006131",2003,"Satisfactory","good_station",NA
"200303006132",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006134",2003,"Satisfactory","good_station",NA
"200303006135",2003,"Satisfactory","good_station",NA
"201503008010",2015,"Satisfactory","good_station",NA
"200303006139",2003,"Satisfactory","good_station",NA
"200303006140",2003,"Satisfactory","good_station",NA
"200303006141",2003,"Satisfactory","good_station",NA
"200303006142",2003,"Satisfactory","good_station",NA
"200303006143",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006144",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006145",2003,"Satisfactory","good_station",NA
"201503008011",2015,"Satisfactory","good_station",NA
"200303006147",2003,"Satisfactory","good_station",NA
"200303006148",2003,"Satisfactory","good_station",NA
"200303006150",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006151",2003,"Satisfactory","good_station",NA
"200303006152",2003,"Satisfactory","good_station",NA
"200303006153",2003,"Satisfactory","good_station",NA
"200303006156",2003,"Satisfactory","14645","San Clemente Is. Military test range"
"200303006157",2003,"Satisfactory","14645","San Clemente Is. Military test range"
"200303006159",2003,"Satisfactory","9498","Outside Survey Extent"
"200303006160",2003,"Satisfactory","good_station",NA
"200303006162",2003,"Satisfactory","9498","Outside Survey Extent"
"201503008012",2015,"Satisfactory","good_station",NA
"200303008018",2003,"Satisfactory","good_station",NA
"200303008019",2003,"Satisfactory","good_station",NA
"200303008022",2003,"Satisfactory","good_station",NA
"200303008025",2003,"Unsatisfactory","14644","ENC Avoidance"
"200303008028",2003,"Satisfactory","good_station",NA
"200303008029",2003,"Satisfactory","good_station",NA
"200303008037",2003,"Satisfactory","good_station",NA
"200303008038",2003,"Satisfactory","good_station",NA
"200303008039",2003,"Satisfactory","good_station",NA
"200303008042",2003,"Satisfactory","good_station",NA
"200303008047",2003,"Satisfactory","good_station",NA
"200303008048",2003,"Satisfactory","good_station",NA
"200303008051",2003,"Satisfactory","good_station",NA
"200303008052",2003,"Satisfactory","good_station",NA
"200303008057",2003,"Satisfactory","good_station",NA
"200303008060",2003,"Satisfactory","good_station",NA
"200303008064",2003,"Satisfactory","good_station",NA
"200303008065",2003,"Satisfactory","good_station",NA
"200303008066",2003,"Satisfactory","good_station",NA
"201503008013",2015,"Satisfactory","good_station",NA
"200303008069",2003,"Satisfactory","good_station",NA
"200303008070",2003,"Satisfactory","good_station",NA
"200303008071",2003,"Satisfactory","good_station",NA
"200303008072",2003,"Satisfactory","good_station",NA
"200303008073",2003,"Satisfactory","good_station",NA
"201003008131",2010,"Unsatisfactory","good_station",NA
"200303008074",2003,"Satisfactory","good_station",NA
"200303008075",2003,"Satisfactory","good_station",NA
"200303008076",2003,"Satisfactory","good_station",NA
"200303008077",2003,"Satisfactory","good_station",NA
"200303008079",2003,"Satisfactory","good_station",NA
"200303008080",2003,"Satisfactory","good_station",NA
"200303008081",2003,"Satisfactory","good_station",NA
"200303008082",2003,"Satisfactory","good_station",NA
"200303008083",2003,"Satisfactory","good_station",NA
"200303008084",2003,"Satisfactory","good_station",NA
"200303008085",2003,"Satisfactory","good_station",NA
"200303008086",2003,"Satisfactory","good_station",NA
"200303008087",2003,"Satisfactory","good_station",NA
"200303008088",2003,"Satisfactory","good_station",NA
"200303008091",2003,"Satisfactory","good_station",NA
"200303008094",2003,"Satisfactory","good_station",NA
"200303008103",2003,"Satisfactory","good_station",NA
"200303008104",2003,"Satisfactory","good_station",NA
"200303008105",2003,"Satisfactory","good_station",NA
"200403015144",2004,"Satisfactory","good_station",NA
"200303008106",2003,"Satisfactory","good_station",NA
"200303008108",2003,"Satisfactory","good_station",NA
"200303008110",2003,"Satisfactory","good_station",NA
"200303008111",2003,"Satisfactory","good_station",NA
"200303008112",2003,"Satisfactory","good_station",NA
"200303008116",2003,"Satisfactory","good_station",NA
"200303008117",2003,"Satisfactory","good_station",NA
"200303008118",2003,"Satisfactory","good_station",NA
"200303008120",2003,"Satisfactory","good_station",NA
"200303008131",2003,"Satisfactory","good_station",NA
"200303008132",2003,"Satisfactory","good_station",NA
"200303008134",2003,"Satisfactory","good_station",NA
"200303008135",2003,"Satisfactory","good_station",NA
"200303008137",2003,"Satisfactory","good_station",NA
"200303008139",2003,"Satisfactory","good_station",NA
"200303008140",2003,"Satisfactory","good_station",NA
"200303008142",2003,"Satisfactory","good_station",NA
"200303008133",2003,"Unsatisfactory","good_station",NA
"200303008143",2003,"Satisfactory","good_station",NA
"200303008144",2003,"Satisfactory","good_station",NA
"200303008145",2003,"Satisfactory","good_station",NA
"200303008146",2003,"Satisfactory","good_station",NA
"200303008147",2003,"Satisfactory","good_station",NA
"201503008014",2015,"Satisfactory","good_station",NA
"201503008015",2015,"Satisfactory","good_station",NA
"200303008155",2003,"Unsatisfactory","good_station",NA
"200303008156",2003,"Satisfactory","good_station",NA
"201503008017",2015,"Satisfactory","good_station",NA
"201503008018",2015,"Satisfactory","good_station",NA
"200303008161",2003,"Satisfactory","good_station",NA
"200303008162",2003,"Satisfactory","good_station",NA
"200303008165",2003,"Satisfactory","14645","San Clemente Is. Military test range"
"201503008020",2015,"Satisfactory","good_station",NA
"200303008169",2003,"Satisfactory","good_station",NA
"200303008171",2003,"Satisfactory","good_station",NA
"200303008172",2003,"Satisfactory","good_station",NA
"200303008173",2003,"Satisfactory","good_station",NA
"200303010002",2003,"Satisfactory","good_station",NA
"201503008021",2015,"Satisfactory","good_station",NA
"200303010008",2003,"Satisfactory","good_station",NA
"200303010018",2003,"Satisfactory","good_station",NA
"200303008170",2003,"Unsatisfactory","good_station",NA
"200303010036",2003,"Satisfactory","good_station",NA
"201503008022",2015,"Satisfactory","good_station",NA
"200303010043",2003,"Satisfactory","good_station",NA
"200303010044",2003,"Satisfactory","good_station",NA
"200303010045",2003,"Satisfactory","good_station",NA
"200303010046",2003,"Satisfactory","good_station",NA
"200303010049",2003,"Satisfactory","good_station",NA
"200303010050",2003,"Satisfactory","good_station",NA
"200303010051",2003,"Satisfactory","good_station",NA
"200303010052",2003,"Satisfactory","good_station",NA
"200303010053",2003,"Satisfactory","good_station",NA
"200303010054",2003,"Satisfactory","good_station",NA
"200303010055",2003,"Satisfactory","good_station",NA
"200303010057",2003,"Satisfactory","good_station",NA
"200403015101",2004,"Unsatisfactory","good_station",NA
"200303010061",2003,"Satisfactory","good_station",NA
"200303010062",2003,"Satisfactory","good_station",NA
"200603008153",2006,"Unsatisfactory","30485","Untrawlable Due to Bad Bottom"
"200303010063",2003,"Satisfactory","good_station",NA
"200303010077",2003,"Satisfactory","good_station",NA
"200603008160",2006,"Unsatisfactory","good_station",NA
"200303010079",2003,"Satisfactory","good_station",NA
"200303010080",2003,"Satisfactory","good_station",NA
"200303010082",2003,"Satisfactory","good_station",NA
"200303010084",2003,"Satisfactory","good_station",NA
"200303010085",2003,"Satisfactory","good_station",NA
"200303010086",2003,"Satisfactory","good_station",NA
"200303010087",2003,"Satisfactory","good_station",NA
"200303010088",2003,"Satisfactory","good_station",NA
"200603008174",2006,"Unsatisfactory","good_station",NA
"200303010091",2003,"Satisfactory","good_station",NA
"200303010093",2003,"Satisfactory","good_station",NA
"200303010094",2003,"Satisfactory","good_station",NA
"200603008175",2006,"Unsatisfactory","good_station",NA
"201503008023",2015,"Satisfactory","good_station",NA
"200303010101",2003,"Satisfactory","good_station",NA
"200603010119",2006,"Unsatisfactory","good_station",NA
"200303010102",2003,"Satisfactory","good_station",NA
"200303010105",2003,"Satisfactory","good_station",NA
"200303010106",2003,"Satisfactory","good_station",NA
"200303010107",2003,"Satisfactory","good_station",NA
"200303010113",2003,"Satisfactory","good_station",NA
"200303010114",2003,"Satisfactory","good_station",NA
"200303010116",2003,"Satisfactory","good_station",NA
"200303010117",2003,"Satisfactory","14644","ENC Avoidance"
"200303010118",2003,"Satisfactory","good_station",NA
"200303010120",2003,"Satisfactory","good_station",NA
"200303010129",2003,"Satisfactory","good_station",NA
"200303010131",2003,"Satisfactory","good_station",NA
"200303010132",2003,"Satisfactory","good_station",NA
"200903008171",2009,"Unsatisfactory","30485","Untrawlable Due to Bad Bottom"
"200303010133",2003,"Satisfactory","good_station",NA
"200303010134",2003,"Satisfactory","good_station",NA
"200303010135",2003,"Satisfactory","good_station",NA
"200303010136",2003,"Satisfactory","good_station",NA
"200303010139",2003,"Satisfactory","good_station",NA
"200303010144",2003,"Satisfactory","good_station",NA
"200303010145",2003,"Satisfactory","good_station",NA
"200303010146",2003,"Satisfactory","good_station",NA
"200303010148",2003,"Satisfactory","good_station",NA
"200303010151",2003,"Satisfactory","good_station",NA
"200303010152",2003,"Satisfactory","good_station",NA
"201503008024",2015,"Satisfactory","good_station",NA
"200303010160",2003,"Satisfactory","good_station",NA
"200303010161",2003,"Satisfactory","good_station",NA
"200303010162",2003,"Satisfactory","9498","Outside Survey Extent"
"200303010163",2003,"Satisfactory","good_station",NA
"200403008001",2004,"Satisfactory","good_station",NA
"200403008002",2004,"Satisfactory","good_station",NA
"200403008003",2004,"Satisfactory","good_station",NA
"200403008004",2004,"Satisfactory","good_station",NA
"200403008005",2004,"Satisfactory","good_station",NA
"200403008006",2004,"Satisfactory","good_station",NA
"200403008007",2004,"Satisfactory","good_station",NA
"200403008008",2004,"Satisfactory","good_station",NA
"200403008009",2004,"Satisfactory","good_station",NA
"200403008010",2004,"Satisfactory","good_station",NA
"200403008011",2004,"Satisfactory","good_station",NA
"200403008012",2004,"Satisfactory","good_station",NA
"200403008013",2004,"Satisfactory","9498","Outside Survey Extent"
"200403008014",2004,"Satisfactory","good_station",NA
"200403008015",2004,"Satisfactory","9498","Outside Survey Extent"
"200403008017",2004,"Satisfactory","good_station",NA
"200403008018",2004,"Satisfactory","good_station",NA
"200403008019",2004,"Satisfactory","good_station",NA
"200403008020",2004,"Satisfactory","good_station",NA
"200403008021",2004,"Satisfactory","good_station",NA
"200403008022",2004,"Satisfactory","good_station",NA
"200403008023",2004,"Satisfactory","good_station",NA
"200403008024",2004,"Satisfactory","good_station",NA
"200403008025",2004,"Satisfactory","good_station",NA
"200403008026",2004,"Satisfactory","9498","Outside Survey Extent"
"200403008027",2004,"Unsatisfactory","good_station",NA
"200403008028",2004,"Satisfactory","14644","ENC Avoidance"
"200403008029",2004,"Satisfactory","good_station",NA
"200403008030",2004,"Satisfactory","good_station",NA
"200403008031",2004,"Satisfactory","good_station",NA
"200403008034",2004,"Satisfactory","9498","Outside Survey Extent"
"200403008035",2004,"Satisfactory","good_station",NA
"200403008036",2004,"Satisfactory","good_station",NA
"200403008037",2004,"Satisfactory","good_station",NA
"200403008038",2004,"Satisfactory","good_station",NA
"200403008039",2004,"Satisfactory","good_station",NA
"200403008040",2004,"Satisfactory","good_station",NA
"200403008041",2004,"Satisfactory","good_station",NA
"200403008043",2004,"Satisfactory","good_station",NA
"200403008044",2004,"Satisfactory","good_station",NA
"200403008045",2004,"Satisfactory","good_station",NA
"200403008047",2004,"Satisfactory","good_station",NA
"200403008048",2004,"Satisfactory","good_station",NA
"200403008049",2004,"Satisfactory","good_station",NA
"200403008050",2004,"Satisfactory","good_station",NA
"200403008051",2004,"Satisfactory","good_station",NA
"200403008052",2004,"Satisfactory","good_station",NA
"200403008053",2004,"Satisfactory","good_station",NA
"200403008054",2004,"Satisfactory","good_station",NA
"200403008055",2004,"Satisfactory","good_station",NA
"200403008057",2004,"Satisfactory","good_station",NA
"200403008059",2004,"Satisfactory","good_station",NA
"200403008060",2004,"Satisfactory","good_station",NA
"200403008061",2004,"Satisfactory","good_station",NA
"200403008062",2004,"Satisfactory","good_station",NA
"200403008063",2004,"Satisfactory","good_station",NA
"200403008064",2004,"Satisfactory","good_station",NA
"200403008065",2004,"Satisfactory","good_station",NA
"200403008066",2004,"Satisfactory","good_station",NA
"200403008068",2004,"Satisfactory","good_station",NA
"200403008069",2004,"Satisfactory","good_station",NA
"200403008070",2004,"Satisfactory","good_station",NA
"200403008071",2004,"Satisfactory","good_station",NA
"200403008072",2004,"Satisfactory","good_station",NA
"200403008073",2004,"Satisfactory","good_station",NA
"200403008074",2004,"Satisfactory","good_station",NA
"200403008075",2004,"Satisfactory","good_station",NA
"200403008076",2004,"Satisfactory","good_station",NA
"200403008077",2004,"Satisfactory","9498","Outside Survey Extent"
"200403008078",2004,"Satisfactory","good_station",NA
"200403008079",2004,"Satisfactory","good_station",NA
"200403008080",2004,"Satisfactory","good_station",NA
"200403008081",2004,"Satisfactory","good_station",NA
"200403008082",2004,"Satisfactory","good_station",NA
"200403008083",2004,"Satisfactory","good_station",NA
"200403008084",2004,"Satisfactory","good_station",NA
"200403008085",2004,"Satisfactory","good_station",NA
"200403008086",2004,"Satisfactory","good_station",NA
"200403008087",2004,"Satisfactory","good_station",NA
"200403008088",2004,"Satisfactory","good_station",NA
"200403008089",2004,"Satisfactory","good_station",NA
"200403008090",2004,"Satisfactory","good_station",NA
"200403008091",2004,"Satisfactory","good_station",NA
"200403008092",2004,"Satisfactory","good_station",NA
"200403008093",2004,"Satisfactory","good_station",NA
