"rosethorn rockfish",382,353,325,496,507,366,481,507,528,360,347,508,333,538,423,410,131,443,329,398,412
"rosy rockfish",0,3,14,0,16,70,2,5,1,0,0,1,0,9,14,4,24,2,12,21,0
"sablefish",2408,2228,2946,2696,2123,2191,1850,2154,1795,1697,1204,1804,1736,1469,1575,1493,884,2184,1671,1752,1739
"sand sole",0,0,0,0,0,62,38,93,122,34,43,50,0,0,0,0,42,108,0,0,67
"sharpchin rockfish",553,199,158,239,204,365,593,381,781,478,375,606,620,501,535,437,289,572,305,295,618
"shortbelly rockfish",666,479,572,372,373,328,299,583,487,526,519,781,356,443,408,393,204,452,343,306,404
"shortraker rockfish",0,8,8,0,0,0,0,0,0,0,1,3,17,0,3,2,0,0,3,3,9
"shortspine thornyhead",1275,1721,1415,1261,1298,1308,1230,1275,1237,1243,892,1265,1234,1000,1012,733,340,682,609,648,644
"silvergray rockfish",34,19,46,7,22,20,36,47,81,46,26,16,23,5,75,30,105,5,48,24,91
"soupfin shark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"southern rock sole",0,0,0,0,0,0,0,0,0,0,0,0,340,158,0,0,90,224,0,0,239
"speckled rockfish",0,0,0,17,25,0,19,7,0,1,23,11,0,11,8,1,4,0,5,25,1
"splitnose rockfish",1068,437,543,619,884,830,896,710,725,745,555,701,697,729,520,470,294,555,485,407,427
"spotted ratfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"squarespot rockfish",0,26,117,49,96,80,108,63,35,32,98,46,86,138,128,108,65,111,139,102,70
"starry flounder",0,49,43,7,25,23,21,27,62,21,0,36,33,43,29,23,13,16,29,41,30
"starry rockfish",0,3,4,1,6,2,18,2,1,3,0,0,0,2,6,10,16,0,5,2,11
"starry skate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stripetail rockfish",0,499,591,538,555,437,731,894,838,603,375,601,641,589,695,661,349,718,385,381,415
"swordspine rockfish",0,49,0,40,74,64,53,54,76,16,0,0,32,59,15,80,62,4,8,35,113
"tiger rockfish",0,0,0,3,4,0,1,0,7,1,0,1,0,1,0,0,0,0,0,0,0
"tree rockfish",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"widow rockfish",10,58,83,89,83,26,124,118,152,93,246,264,93,556,214,353,161,66,109,110,347
"yelloweye rockfish",68,21,40,43,26,43,39,52,47,44,37,92,51,91,45,50,34,66,51,53,56
"yellowmouth rockfish",34,0,23,0,0,0,0,1,54,3,10,1,13,57,29,54,0,0,10,25,42
